frecuencia1,ugen1,frecuencia2,ugen2,frecuencia3,ugen3,clase
5778,6,13230,11,2030,3,1
7091,8,14033,9,3760,6,1
1211,8,1559,5,7274,11,2
15143,4,3925,3,17890,1,3
14700,10,6530,1,6999,1,3
465,9,14869,0,15509,8,2
18319,4,8243,0,12976,11,3
7781,4,10193,9,3594,2,1
2777,7,19108,1,18265,7,0
12966,8,5839,1,7499,0,3
4469,5,5322,0,1571,8,2
1697,7,9381,11,14284,4,2
9945,6,2655,5,18592,11,2
1802,8,11004,7,11291,3,2
11998,4,12883,5,12699,5,0
1218,5,9833,7,19970,8,2
17919,5,16121,1,16583,0,0
1093,7,4851,2,12312,10,2
6577,6,10286,0,5309,2,1
5960,7,14053,2,10058,1,1
9495,4,3921,6,2831,5,3
7926,6,19526,11,6316,10,1
8361,8,12266,4,15789,6,0
1849,9,2325,0,16487,11,2
9962,9,18424,0,10875,10,0
4458,0,6948,1,12931,9,2
1095,10,1192,9,2078,2,2
2011,9,9868,9,15839,0,2
3731,4,19639,11,9776,7,1
18109,0,1635,0,729,7,3
8555,6,8465,9,9845,4,2
7911,6,18083,9,13371,3,0
1852,8,16911,9,11940,7,1
13036,6,603,9,13993,6,3
2334,8,14917,8,668,4,1
9249,11,12239,10,17126,3,0
8677,7,1460,7,8271,8,2
3230,7,18414,5,3469,10,1
13919,5,4411,1,3857,1,3
17642,10,450,5,15404,9,3
6943,4,15445,6,14552,9,0
5955,2,6419,4,7044,8,2
17210,0,17281,2,14319,10,0
9373,4,6352,4,16208,9,2
3691,5,8279,5,13132,3,2
17462,4,15690,7,2074,1,1
7664,0,10602,8,15246,10,0
5665,4,5155,2,1130,4,1
8895,3,13292,5,2192,2,1
17196,5,1837,6,12121,2,3
3121,9,3600,3,6246,0,2
2200,4,19991,6,10752,7,1
15864,5,5454,4,4742,4,3
15495,11,4636,2,10042,3,3
3631,0,4287,11,19590,3,2
5150,10,1726,4,18068,4,2
4141,2,10475,4,5644,4,1
18395,1,1588,0,12412,10,3
4236,11,7898,0,8540,5,2
12131,4,7882,10,18328,9,0
19944,8,18452,0,2460,10,1
16780,9,10779,10,18503,9,0
8130,7,8380,6,19822,0,0
4309,11,16966,6,9075,6,1
1602,7,15794,11,15152,7,0
11455,9,9924,6,11342,8,0
15003,1,15280,10,14871,10,0
17794,10,19758,0,7410,8,0
14899,1,14435,4,5430,1,1
968,2,14771,6,1171,1,1
2859,10,3944,1,3042,2,2
17487,10,1839,7,3902,6,3
14995,10,7598,4,3167,6,3
12010,8,5237,10,1938,5,3
7318,10,13820,2,18066,8,0
12830,4,2923,10,8606,3,3
8996,11,4819,4,1107,11,3
12715,11,9257,3,5772,9,3
6063,4,1035,11,16852,6,2
5646,4,16085,11,17050,8,0
19893,6,16755,5,14004,0,0
14117,9,13232,9,10050,11,0
19473,9,8695,8,17976,5,0
2401,5,18310,2,17967,10,0
7652,7,3538,11,14836,5,2
9008,6,8769,5,1986,8,1
14555,10,11999,6,18983,6,0
2795,4,620,6,8189,8,2
16022,0,19887,11,3577,0,1
163,1,2665,10,9426,10,2
12446,7,4467,11,17916,8,2
8734,10,5755,2,2884,9,3
568,1,11738,8,9408,1,2
8182,2,16801,11,18386,4,0
5534,5,2485,10,11388,6,2
16423,8,3641,7,17787,5,3
7881,6,5715,7,15535,1,2
2415,6,5648,9,18503,0,2
1871,8,11755,8,5558,1,1
18316,9,7522,5,8775,6,3
11169,10,3742,6,11460,3,3
9561,10,17420,3,11833,7,0
19548,0,8287,2,6574,10,3
6989,9,10927,5,11492,7,2
10315,3,435,7,16082,2,2
7827,1,8458,4,10408,6,2
11127,0,12039,5,17683,2,0
9035,6,19798,3,8498,1,1
18510,8,796,2,15606,4,3
18137,3,16096,2,1269,9,1
16381,8,7300,8,1694,10,3
2533,2,4603,1,6362,7,2
13774,2,220,7,12043,8,3
15699,5,5230,7,978,11,3
4365,7,13965,6,8611,7,1
13113,11,569,5,945,11,3
11819,11,3060,2,330,1,3
5501,4,5415,8,8496,5,2
7886,10,15011,8,1843,11,1
1117,1,10669,5,17919,0,2
12590,9,19482,4,14205,1,0
11130,11,9079,2,7216,10,3
11421,9,1102,5,7571,11,3
13157,7,17015,2,15493,10,0
3253,4,723,10,9241,1,2
437,2,17881,4,4200,9,1
10367,10,9795,8,17608,10,0
15472,8,9078,3,8111,0,3
555,6,9658,2,14796,3,2
3673,10,19452,6,5698,4,1
8549,1,9057,7,1690,9,1
19816,5,9021,11,18389,6,0
11388,5,10559,3,11729,7,0
4310,5,16521,7,17868,8,0
9735,6,4112,10,19404,11,2
12012,2,8647,4,2474,4,1
5693,6,17700,1,8824,9,1
7240,3,1184,8,11532,8,2
19110,6,8399,1,6398,6,3
15715,11,12602,10,16178,2,0
18476,11,18120,3,521,1,1
9248,5,17844,11,19578,2,0
15020,11,1478,9,3925,8,3
7598,10,14542,3,117,7,1
11178,9,13594,1,9201,6,1
9252,5,13475,3,18368,5,0
11562,3,5007,8,14445,2,3
10722,3,5186,0,15433,10,2
15596,4,4779,3,13881,0,3
3287,4,12447,10,17368,6,2
2526,7,12561,6,6122,1,1
19513,11,2606,9,4527,2,3
12760,0,11044,6,12760,6,0
17511,1,11970,7,285,10,1
12241,2,17916,6,9268,3,0
16711,5,14326,11,19471,5,0
11003,10,19972,4,7128,5,1
16471,10,13240,10,9635,1,0
6761,9,7144,5,8119,2,2
7868,1,2029,7,18379,2,2
17732,9,4139,7,14442,3,3
18862,10,13223,1,18067,10,0
7510,2,19321,3,8880,5,1
8865,10,19297,4,13095,9,0
3582,11,18582,6,19678,2,0
15433,5,18663,2,19748,5,0
16243,7,18956,5,8762,4,0
11876,4,17155,2,5204,6,1
1115,3,2312,3,14388,2,2
12061,7,2961,10,9527,5,3
7321,7,2853,1,17550,4,2
1570,8,13123,5,4137,0,1
12677,2,17638,0,6146,4,1
13135,4,13970,7,17399,8,0
4184,2,14328,5,1906,4,1
3066,0,18040,6,5409,6,1
11519,5,10198,11,7254,2,1
14683,9,2663,11,8995,1,3
427,0,11199,9,17936,7,2
7450,10,19463,2,12776,1,0
11223,11,5128,4,7040,0,3
6574,5,18678,9,12071,10,0
8065,6,18678,11,11184,10,0
11156,8,11485,5,2710,9,1
17740,0,18266,9,319,2,1
2325,6,17216,1,10921,4,1
1830,1,15942,9,9125,11,1
8996,1,1821,4,8172,2,2
5233,9,8908,6,7068,6,2
9133,7,12631,4,8663,5,1
18486,8,19736,1,9523,3,0
4985,4,163,8,17751,9,2
1557,7,2496,5,509,6,2
14770,4,11479,8,4365,9,1
17159,4,6075,3,13394,3,3
2537,10,6364,10,1356,10,1
17222,11,4166,9,9302,9,3
18250,2,19704,5,7113,9,0
9918,11,3972,7,5874,4,3
11084,5,11664,5,1351,4,1
12547,7,11555,7,3359,2,1
14233,0,17135,0,9110,7,0
3410,5,15152,10,5449,9,1
5321,9,6022,8,9528,2,2
2343,6,7600,7,9126,10,2
15940,9,12610,3,4205,7,1
2067,11,13956,2,19524,7,0
14052,9,6493,5,14530,5,3
8928,3,11302,9,10147,11,1
1930,0,8309,3,11294,7,2
9085,3,17511,11,5917,5,1
14803,7,8174,8,14003,6,3
1259,1,9133,9,16384,2,2
14408,8,8849,3,14227,8,0
11922,11,6934,3,12717,4,3
10661,10,9286,11,10866,5,3
5453,8,16794,8,16065,4,0
2715,7,148,0,10183,2,2
14002,7,14098,0,19659,4,0
11203,4,17349,7,2724,1,1
9330,11,7931,10,18319,1,0
13167,6,3609,7,15261,9,3
7942,10,4946,11,18846,8,2
3452,4,3812,3,18033,0,2
17386,2,4719,5,19584,5,3
15464,9,15350,4,10470,11,0
7782,8,9219,7,1962,10,1
4097,1,13862,6,11189,10,1
1146,0,13709,11,3339,1,1
19573,10,13009,7,4573,11,3
16381,4,127,11,16714,2,3
5092,4,10727,1,13186,4,2
2593,1,3831,3,16381,9,2
8065,4,3226,8,11679,2,2
17151,5,9313,1,697,7,3
12837,5,204,2,19967,1,2
14453,11,8415,2,19692,6,0
3447,1,15399,10,2782,0,1
9674,3,4481,4,771,8,3
13369,4,3423,6,14676,3,3
4390,1,19407,2,17430,10,0
16907,8,8620,1,7048,11,3
8749,11,15862,10,3669,0,1
3399,11,906,9,17492,10,2
9586,6,3734,6,14632,3,2
5746,5,3268,1,11768,10,2
14797,5,6793,11,8115,10,3
2346,5,1059,8,8337,0,2
14048,10,19865,9,2926,1,1
18384,4,2166,2,4374,10,3
16145,9,15929,7,18224,9,0
148,4,10589,6,17875,3,2
380,11,1337,10,14260,0,2
6244,6,13132,5,11291,8,1
12616,2,14273,1,17648,11,0
1452,6,19858,7,7303,1,1
2115,5,17666,1,14457,8,0
9428,9,10648,4,14323,4,0
6135,9,19048,1,2276,8,1
14166,7,4731,2,7577,9,3
16845,9,2825,10,13477,6,3
9292,0,14437,0,13547,4,0
9579,7,7414,6,18217,2,0
14289,0,8729,11,5053,10,3
2763,10,11318,6,17952,5,2
1740,3,10531,7,19582,10,2
12992,10,2666,1,14975,5,3
1789,8,3977,8,1629,7,2
3900,3,17623,0,11106,2,1
4868,1,8259,1,17763,9,2
9711,11,1687,3,11951,10,2
12512,11,10165,9,2028,1,1
11630,10,4634,3,15636,2,2
585,3,9659,9,3606,4,1
13298,1,19989,4,8639,4,0
3594,8,17248,0,8875,3,1
18153,7,18165,4,13265,9,0
9626,1,13244,11,4824,10,1
3123,4,17457,0,4887,7,1
8175,5,19664,9,17218,7,0
18247,3,10072,5,1941,6,3
19946,3,2530,0,13507,3,3
7313,11,7662,11,18081,3,2
4797,9,4780,2,12355,11,2
9651,1,16829,3,19244,5,0
2886,0,11613,11,9982,10,2
1155,6,13829,7,1450,7,1
14238,3,10177,2,1449,4,1
14327,6,19320,6,17366,2,0
3578,8,9334,4,4371,10,1
9522,0,4452,10,1911,6,3
662,2,15385,1,5432,3,1
3629,11,10014,2,6302,11,1
11544,10,15510,3,2485,5,1
14345,7,2260,2,10989,0,3
2010,0,6227,4,711,8,1
830,4,12353,4,4664,11,1
18993,6,19211,4,8290,6,0
15252,4,484,1,10851,11,3
17016,6,17441,2,19635,3,0
1729,9,17094,6,13128,7,0
14368,11,2965,5,8492,5,3
337,6,9886,9,13867,4,2
12845,6,5083,8,4613,4,3
6491,9,7282,1,17919,5,2
14614,8,19968,4,4845,0,1
4188,8,8333,5,5270,8,2
12775,7,2059,8,9410,8,3
9735,9,3148,6,5909,6,3
831,8,4563,3,6775,7,2
5589,10,18400,2,19172,6,0
14521,5,8341,10,1195,8,3
19299,5,11532,1,10989,5,3
2994,11,12957,11,8699,0,1
13140,1,6788,0,18009,9,0
1701,10,4574,10,7027,7,2
8795,5,11978,1,16632,3,0
871,3,17482,10,15820,6,0
2937,6,7138,3,18046,5,2
9672,11,3931,9,5123,5,3
15506,7,19912,3,12306,8,0
7814,7,270,5,14374,11,2
19635,3,17936,10,12384,6,0
3027,7,19674,0,19365,7,0
406,6,18230,9,1362,4,1
19332,8,11557,7,12149,0,3
17864,0,13967,3,13196,4,0
10154,5,16600,5,11453,3,0
19498,2,3007,4,18338,6,3
16341,5,1883,5,13889,8,3
9825,2,5531,7,13760,7,2
3734,1,17271,7,18308,11,0
8023,10,6151,0,2850,2,1
19746,0,6312,8,12754,1,3
18804,0,4969,5,9388,6,3
7567,7,1630,11,5080,9,2
12679,3,18622,2,3744,10,1
14648,8,4407,2,10922,5,3
6848,6,4086,8,3027,7,2
3175,2,11026,9,8674,11,2
10029,2,12144,4,8255,6,1
8235,5,13005,3,18389,7,0
10852,11,11865,5,19394,2,0
2225,1,19744,1,7978,2,1
6411,6,18138,0,1450,11,1
17112,1,2419,11,12631,7,3
3655,6,12381,3,5427,11,1
4051,4,7595,11,11612,7,2
1937,0,13654,11,14370,2,2
18088,7,19595,8,13781,10,0
17636,8,15258,2,12196,0,0
6134,8,16568,9,18824,7,0
13070,0,2503,3,6532,3,3
7185,6,8221,8,8643,8,2
19883,10,11421,10,15431,2,0
18024,7,3820,5,3486,3,3
14716,6,16452,9,16259,2,0
12876,3,3865,6,1755,6,3
4902,8,19415,5,1778,10,1
7646,0,9740,7,9276,1,2
19036,1,391,3,2376,8,3
11413,10,17963,1,482,6,1
17265,9,6435,1,1825,9,3
2619,3,12307,10,14282,11,2
11189,2,14096,7,16327,11,0
16736,2,12558,3,15831,8,0
12171,8,17780,1,8518,4,1
17651,0,8322,5,13879,2,3
15876,8,17422,2,9761,6,0
2522,0,7636,3,19236,1,2
18575,7,7704,8,2854,11,3
3762,6,18722,2,18955,8,0
18683,11,9951,4,3336,10,3
7199,1,7158,11,19034,4,2
14551,11,10266,9,4421,7,3
17395,6,13087,3,8413,8,3
9202,6,4516,8,1559,3,3
15038,4,17038,9,5741,7,1
5009,2,278,8,2416,1,2
9967,10,5817,5,3403,10,3
19939,9,6017,0,7106,8,3
2649,2,2568,11,6421,10,2
9903,6,9342,9,11478,0,2
16006,2,19536,1,18686,1,0
12427,0,7289,11,7441,8,3
670,5,18533,2,271,7,1
18574,3,6524,11,13586,1,3
14855,4,3154,1,9744,3,3
7196,7,9931,5,8977,8,2
355,8,144,0,13853,10,2
19314,10,10374,7,15720,11,0
1559,3,6097,9,14954,4,2
4029,4,16748,10,8333,8,1
1619,9,11023,7,754,6,1
4078,7,8943,4,17669,9,2
2617,10,18049,11,9034,3,1
5344,6,16416,2,13031,9,0
19139,8,14157,7,11214,5,0
7985,6,13647,3,10120,3,1
10481,2,3280,1,6072,2,3
2394,6,16027,10,154,6,1
8470,1,5898,2,9843,1,2
6765,2,18615,11,18537,4,0
1296,7,4419,3,9225,6,2
10200,0,8607,4,1007,7,1
19486,0,4243,8,18144,10,3
5981,6,19369,5,4300,2,1
15045,3,11812,10,17470,9,0
2661,0,19323,7,19240,2,0
5545,6,896,1,13033,8,2
17326,0,17343,9,4144,2,1
16560,4,14508,1,15142,2,0
11211,6,18641,0,1404,7,1
4559,7,9815,11,17819,7,2
6845,11,2817,0,5325,6,2
19561,0,6875,5,11023,8,3
3478,1,16740,6,3123,5,1
7286,0,1376,11,14723,7,2
13045,4,14918,10,3997,0,1
2167,6,3458,10,19968,9,2
3581,1,3830,5,3084,8,2
14738,3,740,1,11754,1,3
15634,6,11634,6,7334,8,3
1623,2,4632,11,9861,8,2
15944,6,18650,2,6764,5,1
7519,4,18425,7,5543,11,1
2255,11,2509,5,13730,0,2
19778,8,9380,6,3547,6,3
14691,4,15186,8,15460,6,0
14709,8,19383,11,7359,1,1
17025,6,15820,9,7172,7,1
8026,5,6493,5,1635,0,1
8900,2,3150,2,10835,1,2
16311,0,17903,1,1277,6,1
1295,2,8285,4,17281,10,2
18783,2,13908,7,7570,0,3
14431,0,8905,7,13066,10,3
11974,11,4548,11,11122,11,3
1156,3,16015,5,6018,8,1
4372,2,6416,6,2330,2,1
3429,2,13789,6,13928,7,0
18998,3,18193,9,15921,2,0
11792,6,15004,4,12425,4,0
3555,1,3220,9,365,11,2
19754,3,9871,11,17354,7,0
14467,7,19269,11,9278,1,0
7046,8,3784,10,8218,7,2
12092,0,19184,1,5824,7,1
1686,6,8975,7,5445,8,2
4381,5,13540,10,405,10,1
3076,0,3615,4,3855,1,2
12141,4,2474,2,18847,4,2
13862,3,3884,6,4907,8,3
11397,1,6686,0,6677,10,3
10517,4,18080,11,8729,0,1
9521,1,13341,2,11354,2,0
8442,3,5111,6,7135,4,2
5763,5,8128,5,19130,0,2
13484,0,1275,8,13826,0,3
17971,3,4914,5,7296,7,3
14428,2,8300,5,7357,1,3
6416,3,14450,8,1974,1,1
6361,8,19882,8,15339,5,0
3926,3,6649,7,2849,9,1
7429,11,2392,4,7781,9,2
6112,6,1410,9,1224,11,2
13281,11,10566,11,3636,6,1
8448,7,15776,3,19453,11,0
2561,2,11363,6,53,8,1
8387,10,9871,8,19509,11,0
18267,7,10567,5,17961,10,0
19133,11,9317,2,19079,2,0
9155,3,3589,2,11797,11,2
11877,10,8188,2,3730,0,3
1140,8,7980,7,3888,10,2
11600,0,606,9,10024,11,3
839,2,13161,7,19783,8,2
5740,0,6451,11,4403,9,2
19723,9,4003,11,10530,10,3
15857,0,19730,1,10633,10,0
10069,7,8123,10,3122,3,1
9840,2,16703,11,3630,1,1
9531,9,8732,3,7820,11,1
11800,11,12937,4,10608,4,0
12939,9,13071,1,4259,1,1
14762,11,16650,11,1106,4,1
13360,8,18288,2,18169,3,0
14431,11,12667,6,16083,6,0
5299,11,11548,2,3631,7,1
14217,8,7283,2,18341,8,0
14583,7,7302,2,1091,10,3
14915,2,12249,5,9354,1,3
4153,5,12997,7,13604,4,2
8103,10,3788,2,334,2,3
18727,10,19449,7,19538,4,0
628,7,9963,4,15359,4,2
12136,5,9920,8,7852,11,3
8245,3,3013,9,16430,8,2
16706,10,13123,6,19777,0,0
6992,10,18552,2,433,2,1
12193,8,3662,1,15528,6,3
11559,3,9849,10,9389,7,3
16470,6,4220,6,11464,3,3
9255,9,3720,1,18939,0,2
11011,3,4062,3,13387,1,2
6795,8,8134,11,11747,7,2
10011,4,5751,1,4297,3,3
2099,5,4962,8,7266,7,2
12167,3,2369,0,7863,7,3
12883,7,14088,1,13356,3,0
19071,7,315,0,12593,10,3
2558,0,13521,2,18044,5,0
12512,11,14813,6,6012,10,1
8125,3,8852,3,4555,0,1
17450,3,10892,7,15848,4,0
4478,6,16155,8,9596,1,1
2336,0,11365,2,3426,8,1
16168,2,18281,0,19748,5,0
13591,8,19540,4,5423,7,1
558,4,6407,2,11349,10,2
18116,5,17086,4,5151,4,1
18878,2,1117,3,13522,3,3
4909,3,3085,11,4284,11,2
1072,11,18766,1,17169,5,0
10986,10,7342,5,4460,2,3
7156,7,2001,2,2469,11,2
8235,11,12051,1,17468,5,0
19975,8,18735,2,12409,9,0
17026,2,3417,2,18938,10,3
15324,7,10700,0,2589,9,3
1310,4,329,3,5517,6,2
11621,9,13057,5,12811,8,0
11102,10,15215,3,15691,1,0
18109,4,17432,6,11044,3,0
11443,3,2527,2,2640,10,3
18071,4,11752,9,3676,9,3
5017,5,19018,7,3425,11,1
11481,0,13496,7,2413,4,1
3175,5,19023,7,18142,5,0
15381,4,13469,1,1706,0,1
509,7,3647,11,12221,5,2
10239,4,18462,0,13305,3,0
13116,6,13346,5,11593,0,0
12033,8,4255,8,12055,9,3
2510,0,15596,9,8955,5,1
9814,11,3486,5,646,6,3
11010,11,11551,2,16247,7,0
16494,7,12306,7,13339,1,0
12954,4,6824,8,272,9,3
8953,9,2694,4,19545,9,2
4031,0,724,11,4109,10,2
166,4,4511,7,11363,6,2
18059,0,10061,8,7828,10,3
15698,9,3274,6,12019,9,3
993,7,16259,8,13530,4,0
4490,10,18802,11,14596,2,0
5189,0,15342,4,19603,2,0
3690,3,14715,7,14460,5,0
1031,0,16299,10,5290,11,1
2498,5,11923,8,1831,4,1
15796,0,6233,9,18838,4,0
4181,1,14322,5,7136,9,1
11267,9,13517,0,10061,10,0
19718,6,795,6,4031,9,3
4848,2,12861,4,18854,3,0
10501,3,10108,4,16718,2,0
11248,6,5850,1,16437,11,2
4518,10,6435,7,4964,9,2
19577,2,4528,10,16352,9,3
54,1,7885,8,18448,6,2
12314,8,7779,3,3504,7,3
16786,0,14226,10,9935,1,0
1507,9,8066,0,6689,5,2
4403,2,7044,0,753,5,1
9397,11,4318,8,8979,11,2
15069,2,7116,2,3979,4,3
9144,9,3022,7,16313,4,2
17036,2,5003,9,4016,6,3
17790,9,2920,7,9321,0,3
3275,1,19155,8,19276,4,0
12078,6,14931,6,7262,6,1
11032,5,3679,11,18179,5,2
15071,4,3662,6,2457,10,3
8011,4,9999,0,8547,7,1
795,5,14086,8,11375,6,2
2393,11,2214,10,15145,8,2
8038,8,16978,1,5520,11,1
14373,9,5818,4,17900,7,3
6044,1,8030,0,14486,11,2
19911,5,757,2,1443,5,3
15937,0,15141,10,4426,9,1
7069,2,14054,11,10853,7,1
13170,4,17493,9,7868,11,1
3363,0,18608,4,714,7,1
15658,9,14131,0,9178,5,0
290,9,16016,1,9789,2,1
1349,11,13202,9,8265,1,1
16229,0,13709,0,12146,8,0
7255,0,13983,10,8046,4,1
8081,8,1906,1,16466,0,2
784,4,8624,7,9659,0,2
9969,3,7284,2,14265,4,2
19984,11,4526,0,5952,3,3
4777,8,15078,11,14324,2,0
977,0,18831,11,13337,2,0
250,8,17488,4,10434,6,1
5449,11,7206,1,17442,6,2
16822,1,19738,2,2097,0,1
11446,0,1192,0,1968,7,3
2586,1,5038,10,6650,2,2
9023,5,17954,4,3633,11,1
8253,6,41,8,14698,3,2
11570,6,8405,4,14543,6,0
19950,9,15730,6,2492,9,1
13015,6,17568,0,2723,8,1
18600,6,2494,0,8988,9,3
13277,11,4260,8,16912,4,3
712,11,18553,9,10248,9,1
9385,0,10600,3,17381,3,0
9485,3,2781,3,8035,11,3
3981,4,790,10,3212,10,2
11229,9,4014,11,2964,2,3
12448,2,15263,4,17530,9,0
17046,1,16051,11,14095,8,0
8007,2,16865,0,19333,4,0
9715,1,1190,11,18745,4,2
17799,5,19093,4,13154,11,0
3179,3,1919,6,3053,6,2
7862,2,679,5,7207,5,2
11243,4,7770,7,5886,4,3
11801,2,16774,9,15913,11,0
809,9,10614,8,16074,3,2
10182,8,19767,9,15821,6,0
8561,2,15750,4,13265,2,0
15200,6,19649,10,17372,9,0
5764,8,8463,11,8157,11,2
10470,9,9235,11,19301,9,0
1480,3,2497,10,4295,3,2
7115,6,10360,9,7411,10,1
6743,5,14644,1,9506,3,1
1109,4,11854,11,3905,8,1
4146,6,19256,5,18346,10,0
14364,8,14222,0,7495,9,1
7851,7,3334,5,12257,2,2
4893,4,7096,9,1815,11,1
1260,9,15423,4,14846,3,0
15274,11,16039,6,17449,7,0
9439,2,3699,1,8758,9,2
18416,3,7512,6,11366,6,3
3009,11,16168,11,18793,6,0
9979,8,13370,7,4008,1,1
13310,6,13454,8,11739,10,0
6141,8,8204,5,13846,3,2
5743,7,11878,3,13191,7,2
19174,10,2946,7,12846,6,3
6442,2,15389,11,11979,4,0
4170,11,13904,11,1892,4,1
10929,8,10143,2,17281,0,0
15939,2,8944,7,157,6,3
6859,8,17708,10,19749,3,0
18512,1,10284,9,565,4,3
7396,3,8512,8,1569,8,1
10649,0,9873,0,16059,0,0
11312,1,1425,7,15502,8,2
16636,5,6841,9,15443,7,3
12224,2,13111,3,1307,4,1
9357,11,19120,10,9165,3,1
7844,1,16844,11,2229,6,1
564,5,522,11,11180,10,2
16981,4,241,3,19005,10,3
7645,2,13464,1,15766,1,0
6987,9,3267,8,17215,7,2
16353,0,9741,0,1253,11,3
10234,8,1828,2,19429,10,2
6207,2,4538,5,4288,4,2
6754,0,16085,7,16472,5,0
7851,9,2334,1,1040,7,3
12634,9,13646,5,16249,1,0
4746,0,12822,4,18556,0,0
10911,10,19721,4,19487,3,0
1886,11,1710,4,18510,3,2
3811,7,696,9,8954,6,2
1421,1,7019,5,1612,1,1
7711,11,11635,5,1446,10,1
12700,8,9139,9,5647,10,3
6526,9,14052,6,2505,6,1
145,11,8905,10,10614,2,2
8760,9,18096,7,12856,7,0
6812,5,12749,6,14670,0,0
16132,7,16708,7,13740,8,0
965,9,11037,11,9872,8,2
8514,2,12894,4,8976,11,1
17333,5,10978,0,13700,9,0
256,10,12449,2,1042,3,1
19962,5,1194,4,9065,5,3
751,7,2465,4,12883,8,2
1943,9,10284,9,7243,2,2
8467,3,16288,8,1655,3,1
15556,4,11470,11,15792,9,0
10991,9,1535,3,1318,7,3
19912,6,15100,0,10889,4,0
14003,9,18847,8,9281,9,0
11567,5,7655,5,14748,7,0
1790,9,8054,2,16864,7,2
13941,11,912,9,10918,10,3
13922,5,11368,2,227,4,1
19994,10,10879,10,17486,5,0
416,8,16356,11,3238,8,1
7424,4,2405,10,4480,8,2
16770,10,7106,8,7074,7,3
8518,1,11307,2,15724,11,0
8688,3,7555,1,17820,3,2
8030,2,2261,0,17926,1,2
19066,10,15716,8,15318,8,0
8660,6,2108,3,15615,8,2
16494,2,7996,1,4249,11,3
17582,11,13036,5,12048,9,0
5659,11,11940,3,12016,9,2
9391,3,13403,0,10390,8,0
2663,1,15514,11,16242,9,0
14303,3,13062,8,1639,10,1
117,8,12347,1,18615,0,2
17175,10,18291,1,12068,9,0
15643,10,859,2,12227,10,3
267,2,13789,1,2287,1,1
9985,9,7620,2,14755,9,2
11155,4,13667,11,14400,7,0
7880,3,9537,10,11754,9,2
162,10,1870,11,5991,8,2
17097,8,3605,6,11103,0,3
17645,3,2395,0,13511,4,3
10709,11,64,8,11290,3,3
8250,4,10189,9,6418,3,1
17701,5,19304,11,13863,0,0
5834,6,9429,4,11082,11,2
4742,7,12058,4,7687,9,1
9553,11,9345,4,3637,11,1
10471,10,18626,10,11653,5,0
13216,8,19475,10,4823,2,1
15749,7,10065,1,12922,9,0
9935,11,13358,8,7609,9,1
17748,6,2999,7,6336,2,3
1767,11,11728,0,16864,0,2
3951,0,49,9,4278,2,2
774,7,13135,10,17315,6,2
8593,5,13046,10,18215,4,0
17305,6,10397,10,44,0,3
9399,5,18358,1,17624,7,0
4648,11,18420,3,3346,10,1
6872,8,9933,1,6296,7,1
13095,10,19677,7,14664,5,0
3466,0,1971,11,14195,3,2
3832,1,91,2,4088,0,2
4689,2,11113,11,1849,7,1
17367,10,8706,3,12359,2,3
13730,7,5764,11,15131,0,3
17512,11,1006,9,662,10,3
4641,7,4975,11,13020,9,2
9339,7,18547,6,11823,9,0
13280,3,2808,4,19584,11,3
11626,10,13105,11,12859,6,0
1563,4,17171,5,5787,4,1
17263,9,14025,6,7409,8,3
18784,8,19600,8,15993,2,0
13697,2,2960,9,10091,6,3
14197,5,10594,10,1756,5,1
7864,9,16799,4,16075,10,0
13573,9,8261,2,6104,11,3
3033,3,10063,4,17166,4,2
13106,11,2477,10,6978,0,3
14233,6,12196,9,19495,7,0
11442,1,14424,9,14463,7,0
16003,2,1642,9,11350,1,3
5167,6,2797,11,7530,3,2
15775,0,297,8,12794,2,3
9654,10,214,4,667,5,3
19582,8,12235,11,3253,0,3
17273,0,3801,9,9911,11,3
858,10,19819,5,4445,10,1
4196,2,6291,5,2838,11,2
19956,2,4149,3,19604,10,3
918,7,19862,8,3615,6,1
16978,7,954,3,2506,1,3
3799,10,6929,8,7389,4,2
8792,10,7308,7,6787,3,2
13215,10,13158,1,13388,6,0
5526,6,3478,0,18020,0,2
4286,7,2682,10,8449,7,2
4495,8,2013,3,19765,3,2
18020,10,6547,1,15649,0,3
14695,0,8164,1,6937,11,3
14707,11,13113,7,18649,6,0
7906,2,16314,2,1654,0,1
12632,6,10675,1,7216,1,3
12219,1,214,0,3845,10,3
7838,1,4360,11,16086,11,2
19801,7,13621,4,701,8,3
16477,8,8839,1,4545,10,3
17458,8,2833,9,11031,1,3
13367,8,2575,11,12810,1,3
15391,10,9757,5,14088,4,0
3326,0,15009,0,8823,4,1
9216,11,9553,11,3836,7,1
17457,8,10903,4,9259,7,3
4193,0,4668,3,10367,10,2
18031,2,7488,11,12733,4,3
12081,11,12690,3,17136,5,0
2100,4,2477,5,15986,1,2
15847,10,5907,4,19763,11,0
11495,8,6371,0,7685,5,3
12633,5,13899,0,16456,6,0
17206,5,14850,1,11838,6,0
7239,8,1897,8,8570,5,2
11291,2,7124,0,4247,0,3
10451,5,2762,10,1271,4,3
1231,6,1636,4,709,1,2
18675,3,18009,11,19020,5,0
7446,0,12654,10,2434,9,1
7861,7,18389,5,15153,10,0
13733,6,15990,7,3395,6,1
19806,10,9046,11,12123,7,3
15135,2,16719,7,8727,2,0
16664,6,1076,5,19239,6,3
14861,11,19542,11,9786,5,0
15482,6,5983,11,15329,1,3
6735,0,10861,4,19695,11,0
18138,7,15744,6,5240,10,1
13619,2,17049,9,5890,0,1
