frecuencia1,ugen1,frecuencia2,ugen2,frecuencia3,ugen3
11738,4,14076,8,10564,2
11800,4,2956,2,4539,7
18600,7,3038,4,18300,1
14187,7,4450,6,8474,6
3674,3,19679,5,5918,6
4470,9,657,8,18764,5
8170,1,15316,8,4922,5
12742,2,17502,11,433,4
1632,3,4706,9,12416,7
17302,9,12228,7,5772,6
12185,10,18438,3,17994,5
16012,7,14898,5,11579,2
7609,5,2389,7,3430,0
1485,11,17530,5,16371,9
7138,6,14463,6,87,3
19188,2,7706,2,4790,11
12817,6,19893,1,4223,11
8699,5,13461,3,15206,0
5743,3,19369,3,4291,11
10950,3,10486,11,2065,1
18916,1,13431,4,13297,2
19180,6,13716,2,16830,7
19965,2,8249,7,1141,10
5337,5,11952,4,2912,1
8813,11,19164,3,4477,11
17821,5,19129,5,5367,3
13906,3,293,10,9846,7
7862,3,11901,6,6996,6
12926,7,16252,0,10698,2
2052,7,11613,1,4573,7
16472,4,14663,8,14023,5
11499,7,16979,10,17683,7
8604,6,18520,6,8791,1
9592,4,10679,10,5743,10
7686,2,1475,8,3587,9
5004,6,3769,8,9816,9
15128,5,783,0,6366,7
8006,11,19707,4,43,3
4856,11,15707,8,15176,2
5758,6,13512,11,6340,6
1661,7,17628,8,3029,6
282,1,15058,8,15841,1
8398,10,15707,7,18004,2
14047,3,14720,1,12154,0
17021,5,5121,8,2507,9
1492,1,9667,0,14794,9
17918,7,8859,5,18057,4
2982,1,14513,4,4992,5
16050,8,2212,7,19688,11
7493,4,11498,6,1771,8
8249,9,3904,2,18331,6
11189,9,17314,9,7736,10
11367,7,18276,6,18960,9
7380,0,999,2,13411,8
1188,11,16895,6,8027,3
7451,10,17340,8,9706,9
7226,7,10754,3,12862,4
12306,2,3706,5,13646,4
18325,1,2906,5,9108,6
4167,0,15550,3,6496,3
4006,6,18688,6,12230,6
12987,3,14849,3,10093,7
17881,4,9284,10,495,4
12708,11,342,2,10422,2
10585,7,11489,9,15097,9
15653,0,14468,5,9912,1
12689,0,16323,10,10771,8
10433,1,7755,10,4857,10
183,9,16589,2,19779,11
1353,6,456,7,9701,8
3145,4,1833,11,19768,9
2223,4,13045,2,3098,5
11540,6,18765,3,3092,8
985,1,4726,0,7702,3
12516,4,1731,2,14081,10
6110,7,19578,5,5782,8
18132,6,7716,2,15762,9
183,10,12592,0,13717,2
5001,6,14657,2,5575,10
6873,8,12551,3,15735,2
10880,2,13819,5,7136,6
2930,1,5836,10,18891,2
13206,3,610,5,18521,8
292,9,10403,9,10056,6
17142,5,18243,4,18717,9
9138,4,4028,3,6724,2
13794,1,1854,4,13735,9
17154,4,12756,1,19115,2
16641,0,12262,6,11070,6
13220,3,2168,6,17066,4
4641,9,11128,8,12260,6
9775,11,168,6,2335,7
10046,8,15765,5,17634,11
13389,6,11760,9,12527,2
12214,10,9898,6,15321,0
15853,5,8640,11,16179,6
19625,5,4288,7,10603,8
18154,9,1440,10,869,10
12223,3,8556,4,15169,11
11268,1,1182,6,966,0
14270,2,12813,0,15465,9
10172,7,10682,1,10195,6
9180,2,15535,3,7791,4
16891,0,1200,8,18480,9
13538,3,11297,3,18271,4
10222,1,11049,4,3269,5
18321,8,16527,6,15094,11
14065,11,12555,5,17605,1
7430,2,15182,8,9133,8
12657,3,7325,8,19066,2
17299,11,13764,1,11852,3
7916,7,11223,10,19145,7
15518,5,11006,1,18834,6
19687,9,5280,4,15297,3
9704,6,9954,10,14918,10
4902,6,3359,4,19128,11
3569,9,1512,5,10476,0
3655,3,10766,2,5423,1
15742,11,5042,5,16290,2
13556,7,2068,2,4577,3
10274,5,13642,2,8803,5
18041,9,17021,4,11377,9
14067,11,6023,4,900,6
7141,10,5144,3,9686,3
1068,2,4826,2,11366,3
19553,7,11530,9,15286,7
5705,0,13872,5,10038,11
16488,2,82,10,10919,4
11609,11,7736,3,18577,7
8069,1,10010,7,760,3
13308,4,8773,10,5010,0
1201,9,8750,2,10977,10
4533,11,19643,10,19482,2
15307,0,14837,2,18507,11
11313,1,6201,10,5071,9
14110,0,1824,9,17218,4
7663,10,1146,5,8133,3
4215,4,11789,3,10754,8
15251,11,12565,5,12760,4
6057,2,14456,1,16804,9
12172,2,99,8,742,9
8432,9,12804,1,19376,10
17536,5,8514,4,13493,10
11459,10,4846,3,10040,6
6123,6,10094,4,4185,4
19230,2,9379,1,11452,1
5796,8,1137,7,15343,7
15158,4,5450,10,15213,8
16749,5,10528,10,5765,1
14777,4,15051,4,5560,9
3478,10,4079,2,1017,7
17285,8,5097,11,738,0
4347,9,12408,7,9737,3
7762,1,9062,2,9694,9
13464,6,14812,10,7030,6
17341,1,696,9,8596,1
9810,9,14315,7,2835,11
13359,0,4519,0,13439,7
14686,6,10555,6,16518,4
1959,1,16544,1,13527,4
8551,11,10859,0,19119,9
10476,11,13407,3,5359,10
13856,2,17924,1,10392,6
19082,1,15327,3,11587,5
5393,7,1224,0,5280,3
16566,10,206,6,12907,11
13381,5,18293,0,7900,4
19441,11,3262,4,240,9
13464,1,6333,7,201,2
2154,4,15061,3,3242,0
7610,3,18856,11,18224,3
2331,3,7643,1,13382,4
853,9,5687,0,1156,7
14128,4,19199,5,5646,9
17334,8,15505,11,14178,8
2916,5,2986,9,11764,10
11326,8,4833,3,17467,4
13063,1,19519,3,17784,10
624,1,15643,4,7323,2
10684,9,13834,6,405,6
18035,9,10618,11,18039,1
18970,8,11658,2,16596,9
3911,7,12717,10,11615,10
8501,10,15326,8,836,10
4599,2,10530,3,472,3
13726,2,2405,10,1310,11
8898,8,10736,9,2257,7
18328,6,11789,0,9227,5
6840,6,16369,7,19599,7
7167,1,3907,9,7430,4
388,1,11032,5,15861,5
18655,0,10675,4,10957,6
187,1,5587,1,3831,9
13333,2,13708,0,12338,10
15058,1,5899,11,1204,5
12137,2,11977,6,19249,7
14271,5,31,9,19407,4
7539,6,11210,1,7923,2
9723,9,8533,0,14380,5
1962,11,12493,7,1991,10
2918,3,10272,10,695,10
14983,5,9608,0,14505,4
8747,1,8662,10,9349,5
3914,0,13882,3,9628,10
65,0,17952,0,18537,3
3785,6,8582,9,16027,11
11894,11,131,9,11274,4
11812,1,19879,11,5847,9
14617,7,370,1,3352,6
13989,1,6619,8,4127,9
17845,4,7296,8,7481,7
10309,8,9689,5,14897,8
560,8,3737,10,3750,4
8988,3,17353,1,11611,0
11134,11,5502,7,10472,8
4900,11,2836,10,15799,9
19086,2,4145,7,13000,3
14850,8,5763,10,12798,5
15236,8,12413,4,838,11
4229,5,3532,6,7944,6
17361,4,7036,10,1338,3
16804,4,12341,1,11198,6
659,5,17720,9,1582,11
1929,1,19052,4,414,11
12406,2,6248,2,13726,5
18378,5,19695,2,16475,8
11987,4,19630,1,5188,0
4205,4,8441,11,1906,2
7219,6,14122,4,16687,3
12606,5,11803,10,2339,3
563,9,10608,6,6814,7
8940,10,18270,5,5497,4
16125,0,13138,4,15209,11
19129,9,7943,0,5539,1
576,2,15853,4,7555,11
10534,9,7814,10,2879,7
16056,8,2103,6,2278,6
17340,7,16497,8,3922,1
7583,9,2991,6,16747,8
10806,1,1173,1,19115,6
2309,9,5408,0,4116,5
3282,7,13673,10,3157,0
14273,8,12565,9,9400,1
7241,0,11451,11,8217,6
843,8,17230,1,3969,11
10008,0,14738,11,12871,9
17094,7,19174,0,5765,7
6567,4,8033,0,15730,3
7461,9,2248,7,17768,4
6576,8,9274,2,14309,4
1512,6,11339,8,16275,8
14550,3,19897,2,15007,8
15745,3,2202,2,8837,11
2521,4,4499,2,8708,9
17096,0,962,9,4079,11
5540,7,7977,6,13120,5
5536,4,11336,11,5553,8
15116,1,16121,2,4330,5
13270,2,14093,10,13658,8
8422,3,17640,10,7100,0
7535,9,17130,5,7606,3
5620,5,15114,8,11417,6
18333,1,14638,3,1410,7
8150,5,16849,1,12651,7
2493,7,7637,9,12909,8
1855,8,3842,6,6562,2
5134,5,8262,11,7853,1
17787,0,17968,10,5022,10
10677,5,2255,2,9219,8
17464,4,2061,9,2183,6
13700,10,451,8,12322,8
7155,2,8716,9,5577,11
10375,11,5530,8,8340,11
16663,1,11427,4,5955,0
1442,7,5323,8,14281,6
12849,1,19462,2,4062,5
2227,3,11338,10,9696,10
5851,5,11046,8,7718,2
8973,5,7181,0,19527,6
16542,7,5407,11,6341,11
10725,9,2631,0,275,1
8525,6,18715,6,19197,0
7476,11,8545,11,12438,2
17424,6,16595,10,10214,6
7636,10,6983,10,3258,9
12982,9,13376,3,15916,10
14428,9,6030,0,2406,11
4915,6,4542,3,582,2
6354,10,16475,1,9227,6
4517,7,10212,2,9077,10
9123,11,15776,5,3781,5
5167,1,7875,2,11907,9
7039,11,11752,8,15635,1
19171,0,18914,4,13224,10
6478,7,5880,6,14556,4
10244,4,4647,2,15723,10
18237,0,3921,1,6829,5
846,3,6429,11,11040,4
12960,11,6667,3,5779,3
5847,2,15783,8,9618,6
19941,10,5356,9,13806,3
5014,9,12904,11,4787,6
7010,5,5747,2,16057,6
11546,10,15998,2,17721,0
14119,5,11635,1,6971,11
5948,9,17936,11,4650,11
6887,5,546,11,11553,6
591,1,10637,2,3843,5
14839,2,5906,5,13076,0
119,6,12486,4,2180,10
14117,3,6805,5,17654,2
1568,4,19744,5,2365,2
607,3,14523,5,7614,7
16630,1,3177,2,838,9
3758,2,7707,7,4348,9
684,9,16490,8,8639,4
7347,7,15103,3,14370,6
5022,1,3910,6,19914,1
15558,8,13041,5,12430,8
10916,2,8038,2,9723,10
8862,7,6492,8,6996,3
6656,1,16737,6,19228,5
12841,8,14022,1,2675,7
11432,1,13396,5,19329,4
19240,9,5894,1,5578,4
2808,9,4413,6,17668,2
12310,3,10833,4,3833,10
5885,0,15016,7,13983,7
6203,3,7812,3,1619,11
1778,4,8845,11,14098,10
5805,7,12558,6,791,0
6652,7,4378,2,1077,11
19570,8,4769,5,9892,0
8195,6,277,1,12109,3
13071,11,14931,7,4981,8
8559,7,15654,10,16299,1
17026,3,13047,8,5639,6
8604,11,11811,4,13238,4
2126,6,19197,2,4419,0
11771,0,16515,6,12951,5
2383,7,5816,10,17108,5
8633,10,4675,0,5149,10
8823,9,19533,8,5040,7
3409,0,12671,8,1191,11
17910,5,14229,10,11842,6
3181,2,1514,6,7387,10
12843,7,19789,2,8069,7
10272,6,7720,4,17414,7
1250,6,13362,8,19300,7
5749,0,13451,2,3319,6
9555,8,15600,3,7852,10
8011,3,15519,0,7352,4
10679,0,13478,6,5795,10
2807,4,8880,6,11560,8
12861,6,19189,6,15512,3
2649,2,12653,4,13260,11
19381,0,18904,0,6973,3
9785,4,15168,1,13622,5
16370,3,16388,5,1260,0
244,7,10451,3,7679,8
579,4,548,6,19124,2
19822,4,19271,11,2363,8
1515,5,10297,9,17809,1
2232,5,12532,4,4332,4
459,8,5832,9,8029,7
1977,3,320,2,6206,3
14900,10,8264,1,10796,7
4689,4,3336,3,4327,5
10250,7,6279,5,3613,8
9577,1,3940,0,14431,11
3225,4,11808,10,17069,11
18968,6,7563,5,8175,1
9578,10,17089,5,1606,7
18920,5,3115,5,14112,11
9421,6,1430,3,16108,0
210,3,18473,11,10714,9
9712,2,13070,7,19333,1
76,11,2221,7,8415,1
1031,5,17977,4,10358,8
13559,9,1345,2,5538,7
2504,3,795,1,15149,8
1252,11,2720,2,9842,2
17362,4,4406,9,17171,3
5486,9,17844,5,15459,10
8537,1,5401,4,6067,1
11982,7,9896,7,374,1
10309,1,6289,6,5004,3
3929,5,13761,0,18619,5
11785,0,19500,8,19857,10
17130,0,15746,5,1760,8
18258,8,6359,6,12751,5
17153,8,12080,1,6018,5
17331,3,7133,4,14158,4
13098,5,13259,3,526,3
13622,0,5597,3,8278,1
464,6,1198,3,3469,8
4700,10,16607,11,8452,8
7508,2,9985,2,9911,1
10370,8,15999,7,7534,8
8911,4,13764,1,8781,9
8091,2,2050,10,9448,4
16744,10,16517,9,11588,2
17138,3,9579,4,19248,5
516,4,2951,8,16218,2
6533,4,768,0,9080,2
18813,10,6441,6,16144,7
8828,4,15062,6,15383,6
3510,5,14914,5,1266,7
19634,3,15616,9,9419,1
9237,3,13428,11,11593,6
18578,3,6523,10,9354,5
922,5,18956,0,7842,6
3242,8,2784,9,7741,3
4050,5,17295,7,2049,1
4543,6,17875,0,16052,6
15780,1,3579,4,9711,7
5453,9,13053,3,9833,6
15910,10,1206,7,12405,0
4237,11,814,0,8912,9
4028,0,13512,7,12289,11
1762,11,17617,1,2210,4
8324,9,3775,7,18027,5
8963,4,18078,2,5054,10
13126,4,12701,8,2929,3
17467,6,3232,4,19666,10
13370,6,15512,6,19319,3
706,6,13735,4,17244,3
8515,4,12393,0,7780,2
15354,5,17389,10,11421,8
6871,9,19940,9,17876,0
708,4,15065,1,10807,10
4551,4,2212,4,17710,11
5006,4,5003,10,2708,8
2515,3,4181,5,4995,7
5104,7,4459,1,10795,11
3342,9,5444,3,13558,5
3509,5,710,3,13151,6
5247,11,6473,11,19063,11
9305,6,12687,8,8329,6
17985,1,12735,5,12808,6
7746,3,7426,1,13323,4
7201,10,7676,11,19884,8
15214,10,16535,2,8503,9
5845,4,4597,2,16646,6
12082,10,977,7,6686,10
1489,4,7409,0,19000,6
9269,7,10548,11,747,10
4682,10,11878,11,11874,5
644,5,2106,3,9339,8
14083,9,1002,8,11538,4
8032,10,8586,0,4210,3
15789,9,11876,10,10602,9
14130,1,1215,4,10422,8
3510,5,2961,0,2481,6
14106,5,9942,7,11726,8
14299,8,297,8,6087,10
15812,6,15507,3,11715,5
16525,2,217,5,14023,10
16016,0,12417,11,14961,0
19111,2,10655,2,2653,2
11930,6,3465,6,16289,10
3378,6,5396,0,6340,11
1376,10,5448,10,17172,8
15614,5,10877,5,10259,11
606,3,9755,8,3521,11
18021,4,18391,9,4571,8
11041,3,12154,7,15637,9
10861,0,9556,3,12523,8
2800,0,9074,8,4025,10
582,2,16109,6,5130,3
4787,11,14303,4,1991,10
4667,0,5396,9,5162,5
12209,3,10496,11,8045,7
3762,4,14343,6,1162,5
11386,10,19763,6,9643,5
17769,4,12820,3,2058,8
4064,3,4412,6,12665,9
7149,5,14329,0,13989,9
17749,5,13132,11,14066,7
13338,2,9500,11,14261,4
427,4,15163,4,18128,2
6985,3,16665,2,9622,8
16537,6,7225,9,3186,11
2493,8,2894,9,4892,5
2682,11,16195,7,16512,0
3787,4,16908,0,16896,6
19620,6,19081,3,12329,3
4602,3,5231,4,5200,3
17458,6,325,10,3892,8
12401,9,9252,5,6085,1
9687,0,4345,7,2463,10
2892,5,4663,2,7720,1
34,9,7644,10,1374,8
19754,4,9478,4,6107,10
9561,1,1032,0,10389,9
11876,0,18308,4,8421,8
17897,9,10372,7,6144,0
6171,9,5373,6,16087,7
11963,10,17899,5,4068,3
376,1,925,3,19371,0
13989,10,5331,1,15782,3
9676,10,3002,9,12513,0
12110,9,16965,10,3588,9
18569,11,1718,3,13937,9
17505,7,19981,11,15357,3
13077,8,11955,6,12050,7
2407,0,12416,4,16942,11
9114,9,2766,5,2405,0
16423,9,16922,10,2200,10
14595,7,12510,9,14477,5
18592,7,2531,7,10919,8
3228,7,4352,4,11101,2
18825,8,12064,2,13577,2
2378,7,6642,2,3047,2
18847,0,7167,2,9578,2
14324,2,5262,8,9804,5
13549,11,6469,8,6175,6
13707,9,12800,7,10580,4
13958,9,13759,7,1731,5
9059,0,4423,0,10630,3
2335,3,3571,6,13635,1
10458,2,19069,8,16596,1
9225,10,15572,3,5493,9
15427,8,4790,2,1014,5
13645,4,9740,0,11355,9
7138,6,9518,0,553,9
15286,5,16450,10,4259,2
497,9,11322,2,8654,6
18844,7,4938,4,16860,3
10957,2,13383,0,7522,3
14931,2,10555,0,7722,10
9769,6,13772,1,13717,6
5947,6,11235,11,18140,10
5164,7,19977,0,1546,3
2117,5,11283,7,10685,9
11859,3,14152,1,5324,3
6362,0,12559,8,1274,7
13100,11,10793,9,18751,0
4763,5,19808,8,7555,5
130,8,19827,5,17067,7
352,5,12575,5,1721,3
16934,10,1746,6,13216,3
9021,7,19476,3,17140,11
18009,10,14910,7,2235,6
1921,1,325,4,2624,9
11647,3,461,9,14576,8
3437,7,14384,5,1428,9
2834,1,2290,6,1364,6
10362,1,15518,0,2508,2
8568,2,127,2,12166,11
1811,11,14107,4,18920,6
16429,7,6362,11,10378,11
5835,11,16765,7,17425,2
536,3,2913,5,18422,6
782,3,258,9,92,10
1484,11,14498,11,5133,10
12516,2,2789,5,10172,5
18131,11,12016,1,10811,1
2393,6,11817,2,4633,0
434,0,5882,0,8285,8
16696,3,12164,5,19132,10
1100,8,2437,8,4600,7
1575,5,14290,5,14906,9
17608,0,16746,10,19745,4
16116,0,15907,7,11084,4
17768,6,10863,4,8581,4
19537,1,5444,11,11560,0
8862,1,17936,11,18545,10
4865,9,15406,11,15041,5
9165,0,2427,2,8609,3
3110,1,4731,3,128,2
5006,3,12152,11,264,11
5441,2,3273,6,3885,11
17826,5,8538,1,10997,0
8761,4,11909,8,6960,0
18141,6,15032,6,5284,4
9860,8,1695,3,6752,10
10993,9,19947,10,19510,7
1080,11,15968,1,9720,7
17435,10,468,7,15609,10
16933,11,16252,6,11374,7
17683,11,12534,6,19377,7
7142,5,16267,5,4224,4
13004,3,11826,8,11311,0
1278,0,3495,7,461,10
17651,5,4057,7,18115,3
17387,1,5351,10,17423,7
18782,1,7694,1,16641,4
5472,7,6828,0,15818,6
3898,3,13000,11,2255,7
218,4,4768,0,12232,8
724,11,11119,3,11620,1
12470,7,6895,10,5280,8
16899,8,17146,3,12517,3
14861,10,9936,3,19791,10
7827,1,14580,11,15308,5
15055,9,5814,11,14075,2
9254,0,7588,2,19264,1
19381,2,11632,10,2581,10
7743,1,4286,9,848,1
1280,4,13007,9,5045,8
11865,10,19738,6,6200,6
3031,2,13474,7,15157,8
17638,0,657,7,1484,5
1487,2,15746,6,18052,11
3139,3,8892,2,16691,10
10908,9,14704,9,9300,7
14328,0,19067,4,666,2
4227,2,11526,5,11499,0
12285,11,15312,9,13837,10
1642,9,3632,7,4319,11
12155,2,9142,2,16157,3
2052,0,12121,10,12325,9
12109,6,16984,0,17903,10
17840,10,7005,0,18877,0
2451,1,18983,4,9628,11
17660,2,3373,9,9564,2
1791,6,1364,5,16210,9
15671,10,6386,11,8022,4
6921,7,3103,3,4802,11
5256,11,2477,2,3807,10
8239,10,11036,11,579,11
14786,1,17122,1,886,7
6711,3,6138,8,5448,4
3667,4,9652,10,7579,6
7297,10,11470,9,9834,10
10993,0,8514,0,3546,5
13938,2,7630,0,14167,4
3727,8,8271,1,10266,10
19698,0,9664,0,9166,11
2043,4,7693,8,19339,2
12216,5,16181,11,4114,3
18010,2,7820,5,10953,0
19237,2,4548,4,11014,10
5122,9,18445,4,18585,11
6793,11,18215,1,383,4
149,8,4263,11,17562,5
7916,3,3170,5,3633,4
13694,1,10542,1,14228,3
18216,6,5357,8,16292,4
3249,0,4506,10,13493,4
14997,3,17401,5,5376,8
13794,8,14311,6,12991,7
13346,1,5637,9,15804,9
14002,10,19342,10,16383,5
557,9,1583,11,934,0
14454,5,17884,11,4552,9
11007,5,17328,4,4896,11
9376,4,379,9,19163,10
16585,7,3156,3,14549,3
17132,10,352,1,7167,5
11256,11,13561,6,12740,0
8949,0,9164,9,8426,8
15778,3,17069,8,18716,10
17633,8,10724,3,16527,9
17526,3,14381,4,13450,6
8378,9,14560,6,3158,3
12608,4,17255,11,17612,10
5577,0,12114,5,9863,7
4116,8,16371,10,2482,7
4003,0,7071,3,17511,6
8636,9,11862,6,15685,10
4481,4,12957,2,4217,7
5639,7,14094,8,5064,1
1795,6,13613,11,150,2
10372,7,18462,8,18559,7
3565,7,11398,11,19835,10
7403,3,2622,1,7705,4
13168,8,19621,4,1431,9
19409,10,200,1,18462,2
6585,7,7710,6,7825,7
17991,9,729,3,14568,10
1832,1,7912,9,15339,9
18174,2,103,11,8210,1
1456,8,2469,10,10624,1
15272,4,5380,10,14802,3
6282,9,1039,11,16305,4
6910,4,9347,4,13369,8
1993,9,8444,7,5403,6
12051,1,5954,2,1318,5
17390,11,1082,4,5797,4
19278,11,18515,1,13694,11
15053,1,4836,5,5058,6
3940,3,12544,10,12467,3
19383,7,16244,1,1060,2
1334,5,3690,8,11986,9
6611,8,9728,0,9622,5
12837,11,2518,4,6746,10
8529,10,18484,0,15803,6
7813,4,16993,10,11588,11
8037,8,18505,11,7451,11
14956,5,17442,0,14100,2
9947,2,13425,6,14000,9
3873,3,6405,3,6471,10
13778,0,8611,1,6571,8
8146,2,12590,5,16723,4
13181,9,1212,8,11178,10
3902,11,9606,1,10878,7
6860,6,9581,9,16768,5
11246,3,9959,7,1919,3
19219,3,12321,11,7320,6
9360,11,14260,0,6125,5
7689,1,3241,0,16200,7
14167,6,17415,2,7330,4
18959,8,11731,7,13148,3
12469,3,19352,7,15455,7
18798,2,19820,8,6123,11
4218,3,272,0,19322,2
2970,2,5731,4,9341,5
17747,2,10505,11,18788,0
7472,8,10005,5,19675,5
3683,2,10731,9,12729,4
18802,7,10426,6,3394,5
8331,8,15602,8,6041,9
9575,11,6961,1,9760,2
8066,11,16575,6,7238,5
15118,1,11138,0,13060,9
7130,4,7172,8,1293,8
3165,4,14033,8,1198,2
10203,7,13608,7,10346,3
7316,8,7119,3,8393,5
4282,11,14193,8,12775,8
1342,9,12981,5,12207,10
13626,11,6456,2,9528,10
973,4,11311,7,4423,2
7733,1,9357,11,588,7
19525,7,9630,3,6037,1
3071,10,17053,4,12313,9
15965,11,6456,3,8469,11
11872,9,15671,3,18362,10
6247,6,8158,9,6692,10
1118,6,1172,4,15567,1
17108,11,791,11,15988,4
16931,3,9529,2,19428,10
3407,11,18470,4,15110,2
14297,8,17416,3,14393,8
16102,4,10958,1,7053,11
18775,8,6354,4,403,7
1860,9,9521,3,13832,2
19453,8,13056,6,3273,11
6350,3,16588,8,8928,2
15217,3,6878,1,11806,3
8222,11,14706,6,14891,10
7070,1,8334,0,14828,1
13992,0,1060,3,1212,8
5070,10,6209,6,15371,8
13463,9,9678,0,14055,8
6678,7,4581,7,9710,2
8219,5,18463,5,1917,11
3620,6,18051,9,18682,6
13725,10,19209,9,19158,6
7730,6,15424,6,11401,1
18049,7,7379,6,2083,10
17007,1,14223,0,19378,4
5528,4,7355,1,2493,5
2936,2,10275,6,15356,2
15514,5,11279,9,15706,2
18676,5,6367,2,15832,5
10880,10,14071,6,656,6
1041,5,2299,5,3285,8
4797,9,19879,1,4479,0
7406,8,1540,3,476,3
3231,10,14961,10,2158,9
8902,7,7861,6,9502,0
16967,1,8127,9,5686,7
14330,0,5693,2,17314,2
14597,11,7055,9,4416,0
8863,7,7765,8,10939,3
1701,3,13242,4,8649,0
7079,8,19479,1,8130,7
5065,9,8621,8,14486,9
14676,0,14966,7,11003,11
6560,5,5644,11,11966,10
9341,2,19311,1,6270,2
19652,5,17279,9,13835,7
9427,4,7448,1,19092,8
719,8,19819,11,3180,1
8651,10,11851,11,5019,5
16185,11,1475,3,15438,2
7399,7,3853,10,17517,11
3380,6,17803,7,5292,5
9617,1,18228,9,17517,1
1281,11,19283,0,11655,6
9359,7,1043,9,1325,0
2659,11,16207,1,14835,3
10603,4,3693,7,14286,4
7957,0,19083,4,18418,9
3770,8,11252,9,5459,3
18555,9,14361,3,11943,8
13122,9,19049,10,8863,10
12089,7,18255,4,19149,6
2049,11,1937,3,13444,7
17169,8,295,8,13777,3
12042,10,17442,4,9458,6
4598,7,10085,11,14044,7
5164,11,1653,0,12802,9
16283,11,17274,3,17188,1
12406,6,14613,8,8079,10
17733,9,6446,9,4030,11
11193,3,12890,3,242,3
11704,8,19742,4,15992,0
3952,10,1263,0,12694,10
54,7,18227,2,16591,10
8175,0,1853,0,10208,10
7981,9,6510,8,5918,2
6667,6,11978,8,13288,1
17123,2,12348,5,869,11
11030,2,19051,7,13468,8
7226,4,7900,3,16066,11
7735,10,14316,3,19622,4
3968,4,15396,2,11460,9
19472,11,15513,5,11509,4
16125,4,1887,4,17687,9
2484,11,3980,1,19408,1
5340,4,17822,10,908,2
14480,3,7793,5,7450,10
16289,8,3449,4,2525,7
13970,0,10554,7,16166,4
18221,5,3793,10,13221,9
18331,7,15710,6,14637,4
2881,7,18922,6,12130,5
12950,4,5898,11,17147,3
8498,6,2506,2,15055,6
6447,8,14039,2,17149,7
6377,10,8078,7,18378,2
17707,0,11329,7,3204,3
11064,8,14814,6,8352,1
4196,0,18035,1,5512,2
13003,3,10151,0,14210,0
9155,0,7642,8,9902,1
4661,2,10817,1,5901,1
1369,8,5534,7,4549,0
1424,5,5719,8,17319,8
6014,5,15758,10,7225,4
9681,11,10684,2,8842,11
16912,3,18607,5,14817,6
16752,6,12596,3,18708,3
9284,3,19223,3,4957,7
12311,10,12781,6,12787,2
10654,9,11134,5,8376,6
3918,1,16950,3,17448,3
6716,8,16934,7,1842,0
11870,3,1131,8,17116,7
5210,6,15405,4,14706,10
9923,6,10779,8,4919,1
15384,9,5951,3,18435,2
5787,8,6307,3,109,10
13721,4,10513,5,19287,11
5767,1,5741,5,19823,3
15624,10,5196,7,7120,10
15881,4,5684,2,11102,3
14905,11,13656,4,296,10
6431,2,14286,4,2912,8
4827,3,16229,3,15518,5
5944,4,13759,2,6657,7
16429,10,18451,4,2281,5
13021,6,7711,7,15025,6
14344,8,19231,0,2722,10
13985,1,6524,1,13407,3
13811,1,10637,11,6467,0
8513,10,15498,2,5035,11
15747,4,7704,5,8272,2
11666,6,2154,10,6750,4
10036,5,12128,3,16478,1
2151,9,511,7,17162,4
16922,8,9871,11,16815,8
10436,7,3030,1,18868,0
19332,8,754,10,7278,0
10579,8,14374,0,18697,6
1223,9,12190,9,5884,6
2727,10,1955,1,4478,1
19285,4,14954,3,19299,8
2583,11,9944,11,17666,1
19177,5,7601,0,17148,4
6585,3,12084,5,8301,5
1971,9,1305,7,12927,5
8956,3,8023,1,7537,2
18453,11,10207,4,19883,4
7998,4,14304,1,266,10
10732,5,12248,8,3737,7
4363,1,14588,7,17982,3
7697,6,14807,2,183,10
13652,0,7707,8,10901,1
1491,8,4478,2,2236,6
3847,1,12672,3,1696,0
7130,10,15974,3,14500,11
1039,3,2035,0,5194,10
1904,11,17747,4,19958,5
18190,2,9544,4,1899,0
8738,7,12055,0,7236,9
10695,6,1202,8,16909,9
6284,11,11464,7,5227,2
9924,8,5350,7,15635,0
6558,6,8000,5,14656,3
17628,5,12740,0,4120,3
12758,1,12359,6,16301,4
6225,8,3992,1,3624,7
19124,7,19847,1,2646,7
13329,3,15100,5,13490,6
2474,0,3127,3,15183,8
19312,9,19775,1,17024,8
3721,11,10927,10,19163,10
19131,1,12637,10,9193,3
18341,10,19733,5,10972,0
18437,9,16869,3,16366,4
2267,1,10751,0,231,6
9841,1,15086,9,8228,10
12259,6,2683,5,18820,7
1964,6,10605,8,2957,8
6348,8,11203,11,19340,1
9130,1,289,10,15759,10
18199,2,826,6,6178,11
19340,6,4899,6,17738,2
7314,3,3191,8,3316,1
1759,4,1935,7,14402,3
3708,2,18094,10,4423,7
16924,3,8378,10,8368,2
8843,3,16480,0,3183,6
2511,2,10984,4,13859,9
314,2,14959,5,10608,8
5948,5,1695,4,5121,9
1898,5,15781,1,10878,5
9333,0,694,2,7737,2
16508,7,1387,6,8730,7
1661,7,3335,11,18896,4
11018,0,17649,5,12114,5
738,9,7045,6,17072,4
5250,10,5528,3,17610,10
4680,6,6631,4,15269,4
3335,7,17292,9,18775,11
18238,11,11323,11,10221,11
3376,5,17865,9,19664,0
9290,1,6248,6,15070,9
4739,8,8985,1,9141,8
5198,9,8130,5,18143,2
8078,10,7014,4,16618,8
3443,3,17089,8,19151,0
18034,10,15740,0,10412,3
1233,3,19959,6,14850,11
6989,7,9202,4,3332,3
